scenario_id,layer,items_before,items_after,tokens_before,tokens_after,saved_tokens,elapsed_ms
tools=5_rows=400,compression:dedup_messages,13,13,280599,280599,0,112.96
tools=5_rows=400,clustering:repeated_tool_calls,13,13,280599,280599,0,108.458
tools=5_rows=400,compression:tool_results,13,13,280599,1340,279259,57.356
tools=5_rows=400,reranking:composite,13,13,1340,1340,0,0.806
tools=5_rows=400,selection:token_budget,13,13,1340,1340,0,0.905
tools=5_rows=400,compression:dedup_messages,13,13,280603,280603,0,109.57
tools=5_rows=400,clustering:repeated_tool_calls,13,13,280603,280603,0,109.264
tools=5_rows=400,compression:tool_results,13,13,280603,1345,279258,57.476
tools=5_rows=400,reranking:composite,13,13,1345,1345,0,0.901
tools=5_rows=400,selection:token_budget,13,13,1345,1345,0,0.992
tools=8_rows=10,compression:dedup_messages,19,19,12131,12131,0,5.136
tools=8_rows=10,clustering:repeated_tool_calls,19,19,12131,12131,0,5.1
tools=8_rows=10,compression:tool_results,19,19,12131,2084,10047,3.116
tools=8_rows=10,reranking:composite,19,19,2084,2084,0,1.301
tools=8_rows=10,selection:token_budget,19,19,2084,2084,0,1.499
tools=8_rows=10,compression:dedup_messages,19,19,12130,12130,0,5.0
tools=8_rows=10,clustering:repeated_tool_calls,19,19,12130,12130,0,5.004
tools=8_rows=10,compression:tool_results,19,19,12130,2082,10048,3.078
tools=8_rows=10,reranking:composite,19,19,2082,2082,0,1.247
tools=8_rows=10,selection:token_budget,19,19,2082,2082,0,1.497
tools=8_rows=10,compression:dedup_messages,19,19,12127,12127,0,4.959
tools=8_rows=10,clustering:repeated_tool_calls,19,19,12127,12127,0,4.953
tools=8_rows=10,compression:tool_results,19,19,12127,2079,10048,3.014
tools=8_rows=10,reranking:composite,19,19,2079,2079,0,1.264
tools=8_rows=10,selection:token_budget,19,19,2079,2079,0,1.491
tools=8_rows=10,compression:dedup_messages,19,19,12127,12127,0,5.439
tools=8_rows=10,clustering:repeated_tool_calls,19,19,12127,12127,0,5.23
tools=8_rows=10,compression:tool_results,19,19,12127,2079,10048,3.158
tools=8_rows=10,reranking:composite,19,19,2079,2079,0,1.304
tools=8_rows=10,selection:token_budget,19,19,2079,2079,0,1.534
tools=8_rows=10,compression:dedup_messages,19,19,12127,12127,0,5.146
tools=8_rows=10,clustering:repeated_tool_calls,19,19,12127,12127,0,5.121
tools=8_rows=10,compression:tool_results,19,19,12127,2079,10048,3.12
tools=8_rows=10,reranking:composite,19,19,2079,2079,0,1.282
tools=8_rows=10,selection:token_budget,19,19,2079,2079,0,1.566
tools=8_rows=50,compression:dedup_messages,19,19,56927,56927,0,23.359
tools=8_rows=50,clustering:repeated_tool_calls,19,19,56927,56927,0,23.521
tools=8_rows=50,compression:tool_results,19,19,56927,2084,54843,12.79
tools=8_rows=50,reranking:composite,19,19,2084,2084,0,1.347
tools=8_rows=50,selection:token_budget,19,19,2084,2084,0,1.589
tools=8_rows=50,compression:dedup_messages,19,19,56926,56926,0,23.226
tools=8_rows=50,clustering:repeated_tool_calls,19,19,56926,56926,0,23.45
tools=8_rows=50,compression:tool_results,19,19,56926,2084,54842,12.591
tools=8_rows=50,reranking:composite,19,19,2084,2084,0,1.321
tools=8_rows=50,selection:token_budget,19,19,2084,2084,0,1.538
tools=8_rows=50,compression:dedup_messages,19,19,56926,56926,0,22.332
tools=8_rows=50,clustering:repeated_tool_calls,19,19,56926,56926,0,22.47
tools=8_rows=50,compression:tool_results,19,19,56926,2079,54847,12.026
tools=8_rows=50,reranking:composite,19,19,2079,2079,0,1.266
tools=8_rows=50,selection:token_budget,19,19,2079,2079,0,1.498
tools=8_rows=50,compression:dedup_messages,19,19,56923,56923,0,22.531
tools=8_rows=50,clustering:repeated_tool_calls,19,19,56923,56923,0,22.433
tools=8_rows=50,compression:tool_results,19,19,56923,2079,54844,11.877
tools=8_rows=50,reranking:composite,19,19,2079,2079,0,1.223
tools=8_rows=50,selection:token_budget,19,19,2079,2079,0,1.475
tools=8_rows=50,compression:dedup_messages,19,19,56924,56924,0,22.666
tools=8_rows=50,clustering:repeated_tool_calls,19,19,56924,56924,0,22.879
tools=8_rows=50,compression:tool_results,19,19,56924,2079,54845,11.957
tools=8_rows=50,reranking:composite,19,19,2079,2079,0,1.239
tools=8_rows=50,selection:token_budget,19,19,2079,2079,0,1.506
tools=8_rows=150,compression:dedup_messages,19,19,168922,168922,0,66.312
tools=8_rows=150,clustering:repeated_tool_calls,19,19,168922,168922,0,65.829
tools=8_rows=150,compression:tool_results,19,19,168922,2090,166832,33.642
tools=8_rows=150,reranking:composite,19,19,2090,2090,0,1.256
tools=8_rows=150,selection:token_budget,19,19,2090,2090,0,1.488
tools=8_rows=150,compression:dedup_messages,19,19,168924,168924,0,75.934
tools=8_rows=150,clustering:repeated_tool_calls,19,19,168924,168924,0,68.947
tools=8_rows=150,compression:tool_results,19,19,168924,2092,166832,34.065
tools=8_rows=150,reranking:composite,19,19,2092,2092,0,1.445
tools=8_rows=150,selection:token_budget,19,19,2092,2092,0,1.44
tools=8_rows=150,compression:dedup_messages,19,19,168924,168924,0,66.608
tools=8_rows=150,clustering:repeated_tool_calls,19,19,168924,168924,0,67.126
tools=8_rows=150,compression:tool_results,19,19,168924,2089,166835,34.085
tools=8_rows=150,reranking:composite,19,19,2089,2089,0,1.294
tools=8_rows=150,selection:token_budget,19,19,2089,2089,0,1.49
tools=8_rows=150,compression:dedup_messages,19,19,168916,168916,0,69.026
tools=8_rows=150,clustering:repeated_tool_calls,19,19,168916,168916,0,70.328
tools=8_rows=150,compression:tool_results,19,19,168916,2089,166827,34.175
tools=8_rows=150,reranking:composite,19,19,2089,2089,0,1.292
tools=8_rows=150,selection:token_budget,19,19,2089,2089,0,1.505
tools=8_rows=150,compression:dedup_messages,19,19,168922,168922,0,69.713
tools=8_rows=150,clustering:repeated_tool_calls,19,19,168922,168922,0,66.521
tools=8_rows=150,compression:tool_results,19,19,168922,2090,166832,33.81
tools=8_rows=150,reranking:composite,19,19,2090,2090,0,1.263
tools=8_rows=150,selection:token_budget,19,19,2090,2090,0,1.46
tools=8_rows=400,compression:dedup_messages,19,19,448899,448899,0,173.17
tools=8_rows=400,clustering:repeated_tool_calls,19,19,448899,448899,0,175.352
tools=8_rows=400,compression:tool_results,19,19,448899,2087,446812,88.62
tools=8_rows=400,reranking:composite,19,19,2087,2087,0,1.32
tools=8_rows=400,selection:token_budget,19,19,2087,2087,0,1.506
tools=8_rows=400,compression:dedup_messages,19,19,448905,448905,0,181.367
tools=8_rows=400,clustering:repeated_tool_calls,19,19,448905,448905,0,174.515
tools=8_rows=400,compression:tool_results,19,19,448905,2087,446818,88.392
tools=8_rows=400,reranking:composite,19,19,2087,2087,0,1.217
tools=8_rows=400,selection:token_budget,19,19,2087,2087,0,1.405
tools=8_rows=400,compression:dedup_messages,19,19,448901,448901,0,175.089
tools=8_rows=400,clustering:repeated_tool_calls,19,19,448901,448901,0,176.979
tools=8_rows=400,compression:tool_results,19,19,448901,2089,446812,90.339
tools=8_rows=400,reranking:composite,19,19,2089,2089,0,1.345
tools=8_rows=400,selection:token_budget,19,19,2089,2089,0,1.54
tools=8_rows=400,compression:dedup_messages,19,19,448905,448905,0,178.889
tools=8_rows=400,clustering:repeated_tool_calls,19,19,448905,448905,0,174.783
tools=8_rows=400,compression:tool_results,19,19,448905,2092,446813,88.519
tools=8_rows=400,reranking:composite,19,19,2092,2092,0,1.292
tools=8_rows=400,selection:token_budget,19,19,2092,2092,0,1.512
tools=8_rows=400,compression:dedup_messages,19,19,448904,448904,0,178.456
tools=8_rows=400,clustering:repeated_tool_calls,19,19,448904,448904,0,177.052
tools=8_rows=400,compression:tool_results,19,19,448904,2092,446812,89.42
tools=8_rows=400,reranking:composite,19,19,2092,2092,0,1.265
tools=8_rows=400,selection:token_budget,19,19,2092,2092,0,1.48
